0
"affrighted"
"afire"
"aflame"
"afloat"
"afraid"
"afresh"
"afterconsequences"
"afternoon"
"afterwards"
"againhaving"
"agallocha"
"agallochum"
"agama"
"agamas"
"agastya"
"agastyas"
"agastyathat"
"agastyavata"
"age"
"aged"
"agency"
"agent"
"agents"
"ages"
"aggrandisement"
"aggrandiser"
"aggregate"
"aggregation"
"aggression"
"aggrieved"
"aghamarshana"
"aghore"
"agility"
"agitated"
"agitating"
"agitation"
"agnate"
"agneya"
"agni"
"agnidhara"
"agnihotra"
"agnihotras"
"agnihotris"
"agnirasa"
"agnis"
"agnishomas"
"agnishtoma"
"agnishtuta"
"agnishutta"
"agnisoma"
"agnitirtha"
"agnivesa"
"agnivesya"
"agnyadhana"
"ago"
"agoing"
"agonies"
"agony"
"agra"
"agraha"
"agrahayana"
"agrayana"
"agree"
"agreeable"
"agreeableness"
"agreeably"
"agreed"
"agreement"
"agriculture"
"agriculturists"
"ah"
"ahalya"
"ahamkara"
"ahankara"
"ahas"
"ahasta"
"ahavaniya"
"ahead"
"ahi"
"ahicchatra"
"ahichatra"
"ahindaka"
"ahuka"
"ahukas"
"ahunting"
"ahvriti"
"aid"
"aiddecamp"
"aided"
"aiding"
"aikshaki"
"aila"
"ailas"
"ailavila"
"ailment"
"aim"
"aimest"
"aiming"
"aims"
"aindhna"
"aindra"
"aindradrumna"
"aindragneya"
"aindrashower"
"air"
"airavana"
"airavat"
"airavata"
"airavatas"
"airs"
"aishika"
"aishikaparva"
"aista"
"aiswarya"
"aja"
"ajagara"
"ajagava"
"ajaikapat"
"ajamida"
"ajamidas"
"ajamidha"
"ajamidhas"
"ajamila"
"ajaneyas"
"ajas"
"ajatasanu"
"ajatasatru"
"ajatasatrus"
"ajita"
"ajitasatru"
"ajya"
"akampana"
"akasa"
"akastha"
"akhandala"
"akhyana"
"akhyanas"
"akrishtas"
"akritavrana"
"akrodhana"
"akrura"
"aksha"
"akshamala"
"akshara"
"akshas"
"akshata"
"akshauhini"
"akshauhinis"
"akshayavata"
"akshina"
"akshisantarjana"
"akuli"
"akupara"
"al"
"alacrity"
"alaka"
"alakananda"
"alambhusha"
"alambusa"
"alambusha"
"alamva"
"alamvusha"
"alarka"
"alarm"
"alarmed"
"alarming"
"alarms"
"alas"
"alayudha"
"alayudhas"
"albeit"
"alcohol"
"alert"
"alertness"
"alfred"
"ali"
"alight"
"alike"
"alive"
"allay"
"allbeing"
"allconsuming"
"allegest"
"allegiance"
"alleviation"
"alleviator"
"allexistent"
"alliance"
"alliances"
"allied"
"allies"
"alligator"
"alligators"
"allotment"
"allotted"
"allowances"
"alloy"
"allpervading"
"allseeing"
"allsoul"
"allthis"
"alludest"
"allured"
"allusion"
"ally"
"almighty"
"almost"
"alms"
"almsgiving"
"aloe"
"aloes"
"aloft"
"alone"
"alonebut"
"alonenor"
"along"
"aloof"
"aloud"
"alphabet"
"already"
"also"
"alsoall"
"altar"
"altars"
"alter"
"alteration"
"altercation"
"alternately"
"alternative"
"alternatives"
"although"
"altitude"
"altogether"
"always"
"amadhya"
"amain"
"amalakas"
"amalkas"
"amara"
"amarahrada"
"amaratakas"
"amaravati"
"amassed"
"amassing"
"amavasu"
"amazed"
"amazement"
"amazing"
"amba"
"ambalika"
"ambarisha"
"ambassador"
"ambiguity"
"ambika"
"ambikas"
"ambition"
"ambrosia"
"ambuscades"
"amiability"
"amiable"
"amiableness"
"amid"
"amidst"
"amitaujas"
"amity"
"amogha"
"among"
"amongst"
"amount"
"amphitheatre"
"ample"
"amras"
"amratakas"
"amravati"
"amrita"
"amukarsha"
"amulet"
"amurtarayas"
"amurtarya"
"amurttaraya"
"amusement"
"amusements"
"amva"
"amvalika"
"amvarisha"
"amvarishas"
"amvashta"
"amvashtas"
"amvashtha"
"amvashthas"
"amvastas"
"amvika"
"amvikas"
"amvumati"
"amvuvahini"
"amvuvicha"
"amvya"
"amytis"
"anadhrishti"
"anadhristi"
"anadhriti"
"anadi"
"anajanma"
"anakadundhuvi"
"anakadundubhi"
"anakas"
"anala"
"analogy"
"analysing"
"anamaya"
"ananta"
"anantas"
"anaraka"
"anaranya"
"anarchy"
"anarta"
"anartas"
"anartta"
"anarttas"
"anaswan"
"ancestor"
"ancestors"
"ancestral"
"ancestry"
"anchorite"
"anchorites"
"ancient"
"ancients"
"andhaka"
"andhakabhoja"
"andhakara"
"andhakas"
"andhakaslet"
"andhakavrishnis"
"andhas"
"andhhas"
"andhra"
"andhrakas"
"andhras"
"anecdote"
"anenas"
"anew"
"anga"
"angada"
"angadar"
"angadas"
"angamalajas"
"angara"
"angaraka"
"angaraparna"
"angaristha"
"angas"
"angavaha"
"anger"
"angi"
"angira"
"angiras"
"angirasa"
"angirasas"
"angirass"
"angry"
"anguish"
"anika"
"anikini"
"anima"
"animal"
"animals"
"animandavya"
"animate"
"animation"
"animondavya"
"animosities"
"animosity"
"aniruddha"
"aniruddhas"
"anirudha"
"anjalika"
"anjalikabedha"
"anjalikas"
"anjana"
"anjanaparvan"
"anjanparvan"
"ankles"
"ankolas"
"annihilate"
"annihilated"
"annihilation"
"anniversary"
"announcement"
"annoyance"
"anode"
"anoint"
"anon"
"anonymity"
"another"
"anothers"
"ansumalin"
"ansuman"
"ansumat"
"answer"
"answered"
"answeredanger"
"answeredfor"
"answeredhe"
"answeredit"
"answeredlet"
"answeredliberality"
"answeredlisten"
"answeredpride"
"answeredstaying"
"answeredsteadiness"
"answeredthe"
"answeredthey"
"answeredtrue"
"answeredwhen"
"answering"
"answers"
"ant"
"antagonist"
"antagonists"
"antaka"
"antaralock"
"antarddhana"
"antardhaman"
"antardhana"
"antecedent"
"antelope"
"antelopes"
"anthill"
"anthills"
"anticipated"
"anticipating"
"antimony"
"antipathy"
"antiquity"
"antlers"
"ants"
"anu"
"anuchana"
"anugita"
"anuha"
"anuhlada"
"anuhrada"
"anukampaka"
"anukarashas"
"anukarsa"
"anukarsha"
"anukarshas"
"anukramanika"
"anumati"
"anupa"
"anuradha"
"anuradhas"
"anus"
"anusasana"
"anusasanika"
"anuskaras"
"anuskarshas"
"anuvinda"
"anuvindas"
"anxieties"
"anxiety"
"anxious"
"anybody"
"anybodys"
"anybodytherefore"
"anyhe"
"anyhow"
"anyone"
"anything"
"anywhere"
"aolupa"
"apa"
"apadhwansaja"
"apadhwansajas"
"apana"
"apantaratamas"
"apara"
"apart"
"apartment"
"apartments"
"apasadas"
"apaskara"
"apastamba"
"apastamva"
"apathy"
"apava"
"apavarga"
"apavathat"
"ape"
"apebannered"
"apedevice"
"aperture"
"apes"
"apology"
"apparatus"
"apparel"
"apparent"
"appeal"
"appealed"
"appealest"
"appear"
"appearance"
"appearances"
"appeared"
"appearest"
"appeareth"
"appearing"
"appease"
"appellation"
"appendices"
"appendix"
"appertain"
"appertaining"
"appetite"
"appetites"
"applaud"
"applauded"
"applauding"
"applause"
"appliances"
"applicant"
"application"
"applies"
"apply"
"appoint"
"appointed"
"appointment"
"appreciator"
"apprehendest"
"apprehending"
"apprehension"
"apprehensive"
"approach"
"approachable"
"approached"
"approachedsire"
"approaches"
"approachest"
"approacheth"
"approaching"
"approbation"
"appropriate"
"appropriateness"
"appropriating"
"appropriation"
"approval"
"approve"
"approved"
"approvest"
"approveth"
"approving"
"approvingly"
"apsara"
"apsaras"
"apsuhomya"
"apsujata"
"apta"
"aptitude"
"apupas"
"aquatic"
"aquilaria"
"aquiline"
"arandhati"
"arani"
"araniparva"
"arantuka"
"aranya"
"aranyaka"
"aranyakaparva"
"aranyakas"
"aranyakaveda"
"aratta"
"arbitrator"
"arbudas"
"arcanum"
"archer"
"archers"
"archersresiding"
"archery"
"arches"
"archika"
"architect"
"archways"
"ardhakila"
"ardour"
"ardra"
"area"
"areas"
"arena"
"arenas"
"arghya"
"arghyas"
"arghyawith"
"arguing"
"argument"
"argumentation"
"arguments"
"aries"
"aright"
"arimeda"
"arise"
"arisen"
"arises"
"ariseth"
"arishta"
"arishtanemi"
"arishtasena"
"arising"
"aristha"
"aristocracy"
"arjava"
"arjjava"
"arjuna"
"arjunabanavasa"
"arjunagale"
"arjunaka"
"arjunao"
"arjunas"
"arjunathat"
"arjunathe"
"arjunatime"
"ark"
"arka"
"arkaja"
"arkaparna"
"arkayana"
"arm"
"armed"
"armies"
"arminarm"
"armless"
"armlet"
"armlets"
"armour"
"armourless"
"armours"
"armpits"
"arms"
"armsall"
"armsthis"
"army"
"aroma"
"aromatic"
"arose"
"around"
"arrak"
"arrange"
"arrangement"
"arrangements"
"arranger"
"arranging"
"array"
"arrayed"
"arrays"
"arrest"
"arrival"
"arrive"
"arrived"
"arriving"
"arrogance"
"arrogant"
"arrow"
"arrows"
"arrowy"
"arsenal"
"arsenals"
"arsenic"
"arsha"
"arshtisena"
"arshtisenas"
"arshtishena"
"arson"
"art"
"artayanas"
"artayani"
"arteries"
"artha"
"arthas"
"article"
"articles"
"artifice"
"artificer"
"artificial"
"artiman"
"artisans"
"artist"
"arts"
"artso"
"aruna"
"arunas"
"arundhati"
"arundhatis"
"arundhativata"
"aruni"
"arushi"
"arvavasu"
"arvuda"
"arvudas"
"arya"
"aryaka"
"aryaman"
"aryan"
"aryas"
"aryavarta"
"aryyaman"
"asa"
"asamanjas"
"asani"
"asanis"
"asarna"
"asat"
"asavaha"
"ascend"
"ascendancy"
"ascendant"
"ascended"
"ascendency"
"ascendent"
"ascendeth"
"ascending"
"ascension"
"ascent"
"ascertain"
"ascertainest"
"ascertaining"
"ascertainment"
"ascetic"
"ascetichaving"
"asceticism"
"asceticme"
"ascetics"
"asclepias"
"ascription"
"ashadha"
"ashadhas"
"ashamed"
"ashes"
"ashore"
"ashtaka"
"ashtavakra"
"ashtavakras"
"ashvatthama"
"ashvatthamacloud"
"ashvatthamas"
"ashvinis"
"asi"
"aside"
"asikni"
"asiloman"
"asinine"
"asita"
"asitadevala"
"asitawho"
"asiva"
"ask"
"askance"
"askanna"
"asked"
"askedwhat"
"askedwho"
"askedwhy"
"askedwith"
"askest"
"asketh"
"asking"
"asks"
"asleep"
"aslesha"
"asma"
"asmaka"
"asmakas"
"asmaki"
"asmakuttas"
"asmaprishtha"
"asmas"
"asmavarsha"
"asmkuttas"
"asoka"
"asokas"
"asoke"
"aspect"
"aspects"
"asrama"
"asramas"
"asramavasika"
"asramvasika"
"asravya"
"ass"
"assail"
"assailant"
"assailants"
"assailed"
"assailing"
"assault"
"assemblage"
"assembled"
"assemblies"
"assembling"
"assembly"
"assemblyhallbut"
"assent"
"asserted"
"assertion"
"asses"
"assess"
"asset"
"assiduity"
"assiduousness"
"assign"
"assignable"
"assignation"
"assignest"
"assignment"
"assimilation"
"assist"
"assistance"
"assistant"
"assisting"
"associate"
"associates"
"associating"
"association"
"assuage"
"assume"
"assumed"
"assuming"
"assumption"
"assurance"
"assure"
"assured"
"assuredly"
"assurer"
"assuring"
"asta"
"asterism"
"asthma"
"astika"
"astikaparva"
"astonishment"
"astounding"
"astray"
"astringent"
"astrologer"
"astrologers"
"astrological"
"astrology"
"astronomy"
"astwamedha"
"asunder"
"asura"
"asuraarchitect"
"asurafire"
"asuras"
"asurasare"
"asurashis"
"asuri"
"asuric"
"asvachakra"
"asvamedhikaparva"
"aswa"
"aswakranda"
"aswalakas"
"aswamedha"
"aswamedhadatta"
"aswamedhika"
"aswapati"
"aswaraja"
"aswaratha"
"aswasanku"
"aswasena"
"aswasira"
"aswasiras"
"aswathaman"
"aswatirtha"
"aswattha"
"aswatthama"
"aswatthaman"
"aswatthamanall"
"aswatthamans"
"aswatthas"
"aswavati"
"aswin"
"aswina"
"aswinas"
"aswini"
"aswinis"
"aswins"
"asyamodaka"
"asylum"
"asylums"
"atakas"
"atasi"
"atavi"
"ate"
"atharva"
"atharvan"
"atharvana"
"atharvangiras"
"atharvans"
"atharvasiras"
"atheism"
"atheist"
"atheists"
"athlete"
"athletes"
"athletic"
"atichhandas"
"atimuktas"
"atiratha"
"atirathas"
"atiratra"
"atishanda"
"atithi"
"ativala"
"atma"
"atman"
"atmosphere"
"atom"
"atoms"
"atonement"
"atreya"
"atri"
"atris"
"atrusa"
"attach"
"attacheth"
"attachment"
"attachments"
"attack"
"attacked"
"attacking"
"attacks"
"attain"
"attainable"
"attained"
"attainest"
"attaineth"
"attaining"
"attainment"
"attainments"
"attains"
"attempt"
"attempts"
"attend"
"attendance"
"attendant"
"attendants"
"attendest"
"attendeth"
"attending"
"attention"
"attentions"
"attentive"
"attentively"
"attire"
"attired"
"attires"
"attitude"
"attitudes"
"attitudetime"
"attraction"
"attractiveness"
"attribute"
"attributes"
"attributeth"
"attribution"
"attrition"
"auckland"
"audacity"
"audharyus"
"audhido"
"audibly"
"audience"
"audition"
"auditors"
"auditory"
"audumvaras"
"aught"
"aunt"
"aurasikas"
"aurva"
"aurvya"
"ausanasa"
"aushmikas"
"ausija"
"ausinara"
"ausinari"
"auspices"
"auspicious"
"auspiciousness"
"austerest"
"austerities"
"austerity"
"author"
"authoress"
"authoritative"
"authoritativeness"
"authority"
"authors"
"authorship"
"autumn"
"avabhritha"
"avachina"
"avaha"
"avail"
"availing"
"avak"
"avant"
"avanti"
"avantis"
"avantithese"
"avarice"
"avaricious"
"avarta"
"avasthana"
"avedya"
"avenge"
"avenger"
"aver"
"averse"
"aversion"
"avert"
"averting"
"avidity"
"avidya"
"avikshit"
"avikshits"
"avimudas"
"avimukta"
"avindhya"
"avisari"
"avishthala"
"avocation"
"avocations"
"avoid"
"avoidance"
"avoided"
"avoiding"
"avyakta"
"await"
"awake"
"awaken"
"awakened"
"awakening"
"awakes"
"awaketh"
"awaking"
"aware"
"away"
"awe"
"aweinspirer"
"awful"
"awfully"
"awhile"
"awkwardness"
"awoke"
"axe"
"axes"
"axle"
"axles"
"ayahsira"
"ayahsiras"
"ayana"
"ayati"
"aye"
"ayobhuja"
"ayodadhaumya"
"ayodadhaumyas"
"ayodhaya"
"ayodhya"
"ayogas"
"ayogava"
"ayogudas"
"aysanku"
"ayu"
"ayus"
"ayusha"
"ayuta"
"ayutayush"
"babblers"
"babel"
"babhu"
"back"
"backbone"
"backs"
"backward"
"backwards"
"bacon"
"bad"
"bade"
"badge"
"badly"
"badness"
"baffle"
"baffled"
"baffling"
"bag"
"bahlika"
"bahlikas"
"bahula"
"bahuputrika"
"bait"
"baka"
"bakabadha"
"bala"
"baladeva"
"balahaka"
"balaki"
"balance"
"balarama"
"balavardhana"
"bald"
"bale"
"bali"
"balis"
"ball"
"ballads"
"ballast"
"balls"
"balmy"
"balsamodendron"
"bamboo"
"bamboopole"
"bamboos"
"banana"
"bananas"
"band"
"bandage"
"bands"
"bane"
"banerjee"
"banga"
"bangas"
"bangles"
"banian"
"banish"
"banishing"
"banishment"
"bank"
"banks"
"banner"
"banners"
"bannersingle"
"banquet"
"banyan"
"bar"
"baranasi"
"barbaras"
"barbed"
"barber"
"bard"
"bardhamanakas"
"bards"
"bare"
"barely"
"bark"
"barkest"
"barks"
"barley"
"barleypowder"
"barns"
"barrels"
"barren"
"barrier"
"barth"
"base"
"bashfully"
"bashfulness"
"basin"
"basis"
"basket"
"basketful"
"bassia"
"bastardy"
"bath"
"bathe"
"bathed"
"bathes"
"batheth"
"bathing"
"bathingplace"
"bathroom"
"baths"
"battle"
"battleand"
"battlearray"
"battleaxe"
"battleaxes"
"battlecar"
"battlecars"
"battled"
"battlefield"
"battlefighting"
"battlefire"
"battlehim"
"battlements"
"battleone"
"battlepartha"
"battles"
"battleslain"
"battlethan"
"battlethee"
"battlethen"
"battling"
"bay"
"bayley"
"bays"
"bayu"
"beach"
"bead"
"beak"
"beaks"
"beams"
"bear"
"beard"
"beardless"
"beards"
"bearer"
"bearest"
"beareth"
"bearing"
"bears"
"beast"
"beasts"
"beat"
"beaten"
"beating"
"beatitude"
"beauteous"
"beauties"
"beautiful"
"beautitude"
"beauty"
"became"
"becamest"
"become"
"becomes"
"becometh"
"becoming"
"bed"
"bedding"
"beds"
"bedstead"
"bedsteads"
"bedthen"
"bee"
"beer"
"bees"
"beest"
"befall"
"befallen"
"befell"
"befit"
"beforehand"
"beg"
"began"
"begat"
"beget"
"begetter"
"begetting"
"beggar"
"beggars"
"beggarwoman"
"begged"
"beggeth"
"begging"
"begin"
"beginneth"
"beginning"
"begins"
"begirt"
"begot"
"begotten"
"beguiler"
"beguiling"
"begun"
"behalf"
"behave"
"behavest"
"behaveth"
"behaving"
"behavior"
"behaviour"
"behaviours"
"beheld"
"behest"
"behests"
"behind"
"behold"
"beholder"
"beholders"
"beholdest"
"beholdeth"
"beholding"
"beholds"
"behoveth"
"beings"
"bel"
"belief"
"believe"
"believer"
"believers"
"believest"
"believing"
"bell"
"bells"
"belly"
"belong"
"belonged"
"belongest"
"belongeth"
"belonging"
"belongs"
"beloved"
"belt"
"belts"
"bend"
"bending"
"beneath"
"benediction"
"benedictions"
"benedictory"
"benefactor"
"benefactors"
"beneficence"
"beneficent"
"beneficial"
"benefit"
"benefits"
"benevolence"
"benevolent"
"bengal"
"bengali"
"benignant"
"benignity"
"benison"
"bent"
"benumbed"
"bereaved"
"bereavement"
"bereft"
"beseech"
"beset"
"beside"
"besides"
"besieging"
"besiezing"
"besmearing"
"besought"
"best"
"bestow"
"bestowal"
"bestower"
"bestoweth"
"bestowing"
"bet"
"betake"
"betaken"
"betakest"
"betaketh"
"bethink"
"betide"
"betokening"
"betook"
"betray"
"betrayer"
"better"
"betters"
"betting"
"betwixt"
"beverage"
"bevies"
"bevy"
"bewailing"
"bewildered"
"bewildering"
"bewilderment"
"bewitching"
"beyond"
"bhadra"
"bhadrakali"
"bhadrakarneswara"
"bhadrakas"
"bhadrapada"
"bhadrapadas"
"bhadrasakha"
"bhadrasalas"
"bhadraswa"
"bhadratunga"
"bhadravata"
"bhaga"
"bhagadaivata"
"bhagadatta"
"bhagadattas"
"bhaganetra"
"bhagas"
"bhagauanta"
"bhagavad"
"bhagavadgita"
"bhagiratha"
"bhagirathi"
"bhagirathihearing"
"bhagirathiyou"
"bhaikshya"
"bhajanas"
"bhalaki"
"bhall"
"bhallas"
"bhallatakas"
"bhandi"
"bhangakara"
"bhangasura"
"bhangaswana"
"bhanu"
"bhanudatta"
"bhanudeva"
"bhanukampa"
"bhanumat"
"bhanumati"
"bhanumats"
"bhanusena"
"bharadwaja"
"bharadwajas"
"bharadyaja"
"bharata"
"bharataeven"
"bharatas"
"bharatasking"
"bharatasthat"
"bharatasthe"
"bharatathe"
"bharatathese"
"bharatavarsha"
"bharati"
"bharats"
"bhardwaja"
"bharga"
"bhargava"
"bhargavas"
"bharta"
"bhartri"
"bhartriharis"
"bhartristhana"
"bharunda"
"bharundas"
"bharya"
"bhasas"
"bhashyas"
"bhaskara"
"bhaskari"
"bhaswara"
"bhattacharya"
"bhauma"
"bhaumana"
"bhava"
"bhavas"
"bhavishyanta"
"bhavyas"
"bhaya"
"bheris"
"bhikshu"
"bhikshus"
"bhima"
"bhimaand"
"bhimacloud"
"bhimaeara"
"bhimaforest"
"bhimahearing"
"bhimao"
"bhimaratha"
"bhimas"
"bhimasena"
"bhimasenas"
"bhimashowering"
"bhimathat"
"bhimavegarava"
"bhimavikrama"
"bhirgu"
"bhishma"
"bhishmaand"
"bhishmado"
"bhishmafire"
"bhishmai"
"bhishmaka"
"bhishmakas"
"bhishmaparva"
"bhishmas"
"bhishmastayeth"
"bhishmathat"
"bhishmathe"
"bhisma"
"bho"
"bhogavati"
"bhogawati"
"bhogins"
"bhoja"
"bhojakata"
"bhojas"
"bhojasthe"
"bhrahmana"
"bhramara"
"bhrig"
"bhrigu"
"bhriguall"
"bhrigus"
"bhrigutunga"
"bhringaraja"
"bhringarajas"
"bhringaras"
"bhu"
"bhuh"
"bhulinga"
"bhulingas"
"bhumanyu"
"bhumi"
"bhuminjaya"
"bhumipala"
"bhumipati"
"bhumis"
"bhumisaya"
"bhundis"
"bhurbhuva"
"bhuri"
"bhuridyumna"
"bhurihan"
"bhurishrava"
"bhurisrava"
"bhurisravas"
"bhurisravasin"
"bhuritejah"
"bhurivala"
"bhurundas"
"bhushandis"
"bhushundis"
"bhusundis"
"bhutadhaman"
"bhutakarman"
"bhutas"
"bhutesa"
"bhuti"
"bhutilaya"
"bhuvah"
"bibhitakas"
"bibhu"
"bid"
"bidden"
"biddest"
"bidding"
"biddings"
"bidst"
"bidula"
"bidulaputrasasana"
"bier"
"bikshus"
"bile"
"billows"
"bimba"
"bind"
"binder"
"bindeth"
"binding"
"bipeds"
"birch"
"bird"
"birds"
"birth"
"birthday"
"births"
"bit"
"bitch"
"bitches"
"bite"
"biting"
"bitter"
"bitterly"
"black"
"blackbee"
"blackbees"
"blackberry"
"blackbirds"
"blade"
"blades"
"blame"
"blameless"
"blank"
"blanket"
"blankets"
"blare"
"blast"
"blasted"
"blasts"
"blaze"
"blazeth"
"blazing"
"bleat"
"bleeding"
"bless"
"blessed"
"blessedness"
"blessing"
"blessings"
"blessingsthis"
"blest"
"blew"
"blind"
"blindness"
"bliss"
"block"
"blocks"
"bloke"
"blood"
"blooddrinking"
"bloodred"
"bloods"
"bloody"
"bloom"
"bloomest"
"blooming"
"blossoming"
"blossoms"
"blot"
"blow"
"blowing"
"blown"
"blows"
"bludgeon"
"bludgeons"
"blue"
"blueflag"
"bluethroated"
"bluntness"
"blush"
"boar"
"board"
"boars"
"boast"
"boastest"
"boasteth"
"boastful"
"boastfulness"
"boasting"
"boastlessness"
"boasts"
"boat"
"boatman"
"boatmens"
"boats"
"bodies"
"bodiless"
"body"
"bodyhe"
"bodyindeed"
"bodys"
"boil"
"boiled"
"boiling"
"boisterous"
"boldly"
"boldness"
"bolt"
"bolts"
"bombay"
"bond"
"bondage"
"bonds"
"bondwoman"
"bone"
"bones"
"bony"
"book"
"books"
"boon"
"boongiver"
"boongiving"
"boons"
"boonsnamely"
"boonthou"
"boonupon"
"bootless"
"booty"
"border"
"bordering"
"bore"
"born"
"borne"
"borrowing"
"bosom"
"bosoms"
"bosses"
"boswellia"
"bottle"
"bottom"
"bottomless"
"bough"
"boughs"
"bound"
"boundaries"
"boundarytree"
"bounden"
"bounding"
"boundless"
"bounds"
"bountiful"
"bout"
"bovine"
"bow"
"bowed"
"bowelcomplaints"
"bowels"
"bower"
"bowers"
"bowest"
"boweth"
"bowing"
"bowl"
"bowless"
"bowman"
"bowmanship"
"bowmantell"
"bowmen"
"bowmenstanding"
"bows"
"bowstring"
"bowstrings"
"box"
"boy"
"boyhood"
"boyishness"
"boys"
"bracelet"
"bracelets"
"brackish"
"bradhna"
"brag"
"braggart"
"bragging"
"brags"
"brahamana"
"brahamanas"
"brahma"
"brahmaagni"
"brahmacari"
"brahmacaris"
"brahmacarya"
"brahmachakra"
"brahmachari"
"brahmacharin"
"brahmacharini"
"brahmacharins"
"brahmacharis"
"brahmacharya"
"brahmacharyya"
"brahmadarsana"
"brahmadatta"
"brahmaenergy"
"brahmaforce"
"brahmakalpa"
"brahmaloka"
"brahman"
"brahmana"
"brahmanaarvavasu"
"brahmanahood"
"brahmanahoodwith"
"brahmananor"
"brahmanaperformed"
"brahmanas"
"brahmanastake"
"brahmanasthe"
"brahmanasthem"
"brahmanasthis"
"brahmanaswhom"
"brahmanathe"
"brahmanathus"
"brahmanaunto"
"brahmanhad"
"brahmanhood"
"brahmani"
"brahmanic"
"brahmanical"
"brahmanicide"
"brahmanis"
"brahmanknowing"
"brahmans"
"brahmanthe"
"brahmarakshasas"
"brahmarshi"
"brahmarshis"
"brahmarshisangiras"
"brahmarshisthe"
"brahmarsis"
"brahmas"
"brahmasara"
"brahmasaras"
"brahmasatris"
"brahmasaya"
"brahmashira"
"brahmasira"
"brahmasirathat"
"brahmasthana"
"brahmasthuna"
"brahmastra"
"brahmathat"
"brahmatunga"
"brahmavaluka"
"brahmaweapon"
